dv_dt,x,t,v
-0.314241052,2.15157008,3.69673944,0.358193755
0.366176993,1.9076072,20.1240253,0.00648240047
0.103075005,2.173177,31.3982792,-0.353113651
0.35677591,1.91913068,19.8519707,-0.0926572382
0.28789115,1.86665213,8.15363026,0.239995301
0.231300309,1.32139611,1.92838573,0.409421176
-0.151211083,2.41725254,15.8271656,0.33877185
-0.317846358,2.58179212,16.4272861,0.193575099
-0.0182210878,2.21123862,9.16183281,0.390510589
0.282797992,1.16574454,1.4882977,0.294277221
-0.00445728516,2.28489351,27.9895973,0.36688301
0.23274453,1.31813502,1.92038405,0.407573104
0.317197055,1.79880035,7.08141613,-0.119039223
0.174070641,2.09922099,19.0358067,-0.323454618
0.134504467,1.94449246,6.3932786,-0.282103121
-0.272565037,2.54839969,35.0790176,0.248625696
-0.270961016,2.53509188,16.219244,0.254808366
0.188056335,1.98334873,8.55371094,0.33650282
-0.171580732,2.40678024,11.7863569,-0.314890474
-0.124539517,2.40224314,22.0364075,0.345504165
-0.295671344,2.52772236,11.330266,-0.206746817
0.347127765,1.79139924,7.71354294,0.0984449014
-0.297327876,2.57270932,35.1830368,0.218812332
0.366638064,1.91058326,26.4132824,0.00709993672
-0.272151232,2.47564292,9.92198467,0.275208116
0.115714736,2.147686,15.0830164,0.351789355
0.204913363,2.07347751,25.4130821,-0.30639416
-0.326630741,2.59069538,16.4752941,0.178166986
0.315010458,1.83363032,8.00160027,0.194157094
-0.0690999627,2.34913588,28.1656322,0.360411376
-0.246995986,2.52440691,24.0848179,-0.269785672
-0.36378625,2.63022327,16.7953587,0.0668714866
0.0862289965,1.98394632,6.25725126,-0.297204018
-0.0471228659,2.32179379,30.9901981,-0.364538193
0.0333122313,1.00004339,0.0880176052,0.00147502928
-0.319654524,2.59184146,17.4754944,-0.174834326
-0.325222552,2.58926272,16.4672928,0.180764198
-0.346173435,2.62154126,35.4630928,0.128146365
-0.355065644,2.5812571,10.9701939,-0.0886485428
0.36304304,1.90996778,20.2200432,0.0415485352
0.242395341,2.00864983,12.9785957,-0.268621624
-0.359386295,2.63506031,29.3098621,0.0827783793
0.0594677776,2.22062874,27.8135624,0.362105727
-0.170163676,2.36980581,9.58591747,0.350144893
0.35837391,1.92147505,26.149229,-0.0889026523
-0.344212323,2.57214475,11.0582113,-0.119402803
0.0884633213,2.19162416,34.0148048,0.356021613
0.110273585,2.1533246,15.09902,0.353590876
0.167281255,2.07897496,12.7385473,-0.317562759
0.0624410398,1.00029874,0.1680336,0.00531738019
0.189586952,1.40741777,2.1284256,0.451448113
0.345232725,1.92948437,32.9986,0.115821786
-0.0615910999,2.33631706,30.9501896,-0.362387419
0.201347411,2.0470314,12.8425684,-0.29850024
0.329702288,1.94459403,33.1106224,0.153698102
-0.101738036,2.37986541,21.9723949,0.352805406
-0.361341,2.6316371,17.1394272,-0.0593443848
-0.188663989,2.20718932,5.4970994,-0.256796658
0.241158769,2.03829622,25.5331059,-0.279402405
-0.284478128,2.56392813,30.2140427,-0.228972852
-0.120324835,2.39985943,34.5909195,0.346904695
0.286453933,1.12016475,1.3202641,0.246196836
-0.234577253,2.51267004,30.4140835,-0.281150728
-0.0443186946,2.09082603,5.90518093,-0.304926604
0.153890416,2.02225399,8.66573334,0.35570839
0.34119162,1.93336105,33.0306053,0.126827329
0.332157284,1.94217193,33.0946198,0.148398325
-0.00197070395,2.27097225,18.5477104,-0.366128504
-0.400504917,2.31374907,4.3848772,0.104967594
0.104155332,2.16685724,18.8357677,-0.351330847
-0.251166373,2.52868009,24.0688133,-0.265806943
0.0395423882,2.22999382,18.6597328,-0.364010274
0.139229774,1.00393677,0.400080025,0.0289776754
-0.365007639,2.63974166,23.1166229,0.0510492474
0.109521434,2.07214117,8.80176067,0.373716027
-0.157231867,2.43566895,28.4136829,0.332313746
-0.389025658,2.27246618,4.12082434,0.208495975
0.366973847,1.91082466,32.6625328,-0.00518708304
-0.199235797,2.39979768,9.67393494,0.333905935
0.178022444,2.08275104,14.8909779,0.32358855
-0.330053061,2.60881877,23.6927395,-0.15525803
-0.257600129,2.25957918,5.2730546,-0.206433296
-0.271502972,2.55063224,30.2700539,-0.244582459
0.366696835,1.91170371,32.6065216,-0.0257278122
0.146656692,2.12935209,21.2762547,0.336209238
0.187682047,1.90117443,6.55331087,-0.256231666
0.0153557938,2.04197764,6.0652132,-0.307128459
0.335259169,1.91815853,14.2108421,0.14247416
-0.315127224,2.52165079,10.1060209,0.220993355
-0.289471418,2.56240106,22.5805168,0.230685383
0.0176435355,2.25725031,31.1662331,-0.367096424
0.0989006013,2.18060589,27.70154,0.353309631
0.0710385889,2.11475205,8.91378307,0.383877754
-0.371745139,2.59208655,10.7141428,0.00489935372
-0.0226275995,2.29148388,18.4916992,-0.365444481
-0.243658051,2.24932361,5.321064,-0.218509123
0.33191967,1.94933796,32.2144432,-0.164096043
-0.355008394,2.31985784,4.85697126,-0.0766297504
-0.301458359,2.56534863,16.3472691,0.218256712
0.197966293,2.07944608,33.6787376,0.307679474
0.0296630636,1.67356551,2.67253447,0.513570666
-0.353685051,2.63297272,29.789957,-0.0915118754
0.296959639,1.97998154,19.4678936,-0.220025182
-0.327779174,2.60777545,29.9899979,-0.160025895
-0.0405564159,2.31926703,21.8043613,0.365023524
0.334240079,1.93969619,26.7973595,0.143738747
-0.358112514,2.63369179,29.2938595,0.0884936377
-0.0712893233,2.35158396,34.4548912,0.35987258
0.325178862,1.95615387,32.1744347,-0.177193001
-0.310006022,2.29541564,5.07301474,-0.149374068
-0.26804772,2.08717084,3.52870584,0.407356799
-0.265658766,2.08390164,3.52070403,0.409512192
-0.2203435,2.4547832,11.6263256,-0.283482403
0.159669057,1.46275365,2.2484498,0.472296178
0.266291648,1.99002767,14.5709143,0.251976192
-0.357652068,2.62836814,17.1874371,-0.0766098574
0.364032239,1.91504765,26.2372475,-0.0572469607
-0.308140159,2.14288974,3.6727345,0.365647644
0.318761885,1.95500565,26.8933792,0.175154775
-0.146245867,2.42494297,28.3816757,0.337163359
-0.183187827,2.45985651,30.5901184,-0.318004966
-0.363894522,2.63838148,23.0926189,0.0598337315
0.359094143,1.89686263,13.6187239,-0.0703723654
0.194699541,2.08338761,25.3810768,-0.312853456
-0.286312133,2.56187558,35.1350288,0.232881993
0.316331029,1.9376837,14.3308659,0.18166402
-0.366995722,2.64412546,35.7671547,0.0194412936
-0.323004723,2.53030109,10.1460295,0.208214462
-0.350123435,2.2046423,3.85677147,0.305309445
0.284619927,1.09952092,1.2322464,0.220978215
-0.228978366,2.50554562,28.6377277,0.288657606
0.300004303,1.97143447,20.7081413,0.206206292
0.107043937,2.16405129,18.8437691,-0.350486428
0.32217133,1.7951715,7.11342287,-0.108767748
0.261568248,2.01465654,19.323864,-0.26033026
0.2877765,1.98903215,19.4278851,-0.231730953
-0.255501717,2.48912835,11.4982996,-0.253040165
0.306715429,1.97460556,32.0784149,-0.207467899
0.328301191,1.92754781,13.3546705,-0.161297306
-0.2184636,2.49516129,24.1888371,-0.293950677
-0.268835306,2.26766729,5.23304653,-0.195871949
-0.364582449,2.64288259,35.9191856,-0.0360245034
0.138563931,2.03957462,8.71374321,0.362751395
0.342779398,1.93383789,19.7239456,-0.137542501
-0.387314439,2.32753658,4.62492514,0.0103566581
-0.369871557,2.2365396,3.96879387,0.265446872
-0.297926754,2.56182599,16.3312664,0.223031908
0.143715397,2.03376269,8.6977396,0.360485435
0.28587839,1.99089742,19.4198837,-0.234026968
-0.366899669,2.64444757,29.5579109,-0.00748860696
0.251064658,1.27405691,1.80836165,0.380539119
0.366875112,1.91052341,26.3972797,0.00123106316
-0.259875596,2.26123095,5.2650528,-0.204356641
0.153669879,2.09177995,12.6985397,-0.323970616
-0.211401224,2.4822576,17.9315872,-0.297884881
-0.286841959,2.55080652,16.2832565,0.23701337
-0.00605105422,2.2807765,31.1022205,-0.367476225
-0.0651225224,2.26077294,9.28985786,0.38515678
0.347812057,1.92861187,19.7639523,-0.123722963
-0.400549531,2.30925035,4.34486914,0.120838769
-0.199015871,2.43381739,11.6983395,-0.298572779
-0.349981278,2.62546158,35.4950981,0.117053308
-0.295909584,2.50087285,10.0180035,0.247917905
0.00469837058,1.71064627,2.7445488,0.51489526
-0.172861472,2.37258863,9.5939188,0.348774731
0.297163427,1.8554709,8.10562134,0.225964591
-0.0801979005,2.34686708,15.6271257,0.362122834
0.323226482,1.95102632,33.150631,0.166777536
-0.29114157,2.56953573,23.9007797,-0.220173195
-0.331085861,2.60361981,22.7885571,0.166338816
0.159593865,2.11600685,21.236248,0.330076039
-0.163300022,2.44005728,22.1484299,0.329343885
-0.187219784,2.46327734,22.2204437,0.316760182
-0.197345704,2.47352743,24.2608528,-0.308872133
0.2293102,2.02891588,14.7149429,0.287714303
0.366614431,1.91083705,32.6945381,0.00655637728
-0.224936888,2.4592886,11.610322,-0.279924601
-0.179346114,2.45564198,22.1964397,0.321140736
0.304210484,1.95058131,13.2266455,-0.201388225
-0.257899523,2.53406262,35.0230064,0.263590455
-0.0974270478,2.37735748,34.5269051,0.353833348
-0.0296862666,2.26758337,12.1944389,-0.356615931
0.338518322,1.91482902,14.1868372,0.13438186
0.173095033,2.10500836,31.59832,-0.325421661
-0.367262155,2.643466,23.2526512,0.000915232289
-0.382127494,2.32760739,4.67293453,-0.00816142745
0.286089271,1.1123991,1.2882576,0.237007603
0.0218939334,2.25849438,27.9175835,0.366280615
-0.0610888153,2.33969545,21.8603725,0.362086505
-0.316824675,2.58933735,22.7085419,0.192125782
-0.341592699,2.62024093,23.6127224,-0.128321692
-0.102945819,2.1385982,5.74514914,-0.293192029
-0.183344677,2.46144533,34.7749557,0.318977296
-0.362393886,2.63254023,17.1234245,-0.0535527505
0.285529375,1.9950372,25.7011395,-0.234990582
0.356090248,1.91936743,32.894577,0.0792170539
-0.0640142709,2.34259868,21.8683739,0.361573458
-0.103185929,2.3830235,34.5429077,0.352238268
-0.0435820818,2.31758976,24.7169437,-0.364675134
0.35685122,1.92335951,32.4144821,-0.0952452272
0.278426915,1.18771422,1.56031203,0.314527452
0.266181141,2.00595951,20.8601723,0.249211535
-0.349456102,2.57661939,11.0182037,-0.105544649
0.0933487266,2.18625808,27.7175426,0.354835242
0.318156421,1.9531461,20.6121216,0.176577002
0.310326129,1.97060895,25.8131618,-0.201697528
-0.192409709,2.46830678,22.2364464,0.313738137
0.120793313,2.15826464,27.6375275,0.346325189
0.0630370975,2.21738863,34.0868187,0.361408621
-0.310193419,2.14580321,3.68073606,0.363178015
0.217564598,1.94940686,8.44968987,0.315374106
-0.212659806,2.48790932,22.3004608,0.300852478
-0.140008733,2.41914868,34.6469307,0.33965072
-0.291031331,2.11887693,3.60872173,0.38484478
0.0877676979,2.19193435,27.7335472,0.356271803
-0.201437429,1.99693263,3.32066417,0.457176745
-0.346695393,2.55702257,10.2900581,0.159851998
0.0543504804,2.21545672,18.6997395,-0.362127453
0.231708094,2.04409361,27.2774563,0.282274336
0.354645401,1.92574501,32.3904762,-0.103752129
-0.365745693,2.6424613,35.7111435,0.0398533605
0.163888216,2.01090908,8.63372707,0.350609869
-0.354756355,2.62572742,17.2194443,-0.0880154371
0.163268387,2.10964251,19.0038013,-0.328843713
-0.0583206676,1.8011775,2.9205842,0.510446608
0.0117122382,2.26313043,31.1502304,-0.367332339
0.337680221,1.93635321,26.7733555,0.135645583
-0.334184915,2.60903263,29.0938187,0.157672539
0.205776408,1.01615465,0.648129642,0.0721001327
-0.135118246,2.41406155,28.3496704,0.341655135
-0.30670777,2.51249719,10.0660133,0.233443245
-0.168195665,1.95207596,3.2246449,0.475417256
0.297738433,1.97675216,33.2866554,0.209173813
-0.255948782,2.07065272,3.48869777,0.41795221
-0.345036775,2.61659765,17.3074608,-0.118845284
-0.244940698,2.50945687,16.1232243,0.279539376
-0.264293939,2.54030967,35.0470085,0.257276148
0.242972672,2.03299665,33.5187035,0.272326052
-0.338340819,2.61704016,23.6367283,-0.13649866
0.194305182,1.01292193,0.600120008,0.0625023991
0.271645606,2.00861549,25.6451283,-0.250583619
-0.35876137,2.63438749,29.3018608,0.0856386051
0.211936668,2.06729722,31.7183437,-0.302149713
-0.321473211,2.52861214,10.1380272,0.210795462
0.320502907,1.95374775,33.1666336,0.1719376
0.311885208,1.96240878,33.2146416,0.187154099
-0.263333797,2.53518057,17.7395477,-0.252203226
-0.366213322,2.64402628,29.5899181,-0.0192099065
0.170982018,2.10641026,25.3090611,-0.326174408
-0.288034886,2.56756544,30.19804,-0.224381417
-0.137427449,2.373106,11.890378,-0.330995589
-0.244888276,2.52224708,24.0928192,-0.271749586
-0.224331766,2.2347796,5.385077,-0.233550921
0.0131323719,2.26728606,27.9415874,0.366690397
0.229892567,2.0453651,19.2118416,-0.287862867
-0.28830272,2.49274898,9.9859972,0.257268906
-0.0749397799,2.35490537,28.1816368,0.359264135
0.29810074,1.98313701,32.0384064,-0.219548464
0.318346858,1.95869315,19.5719147,-0.187956512
-0.220628574,2.49167442,17.89958,-0.290976256
0.364866555,1.88980365,13.8267651,0.0055918959
0.214708298,1.87926543,6.64132833,-0.23850812
0.322884887,1.95089114,26.8693733,0.167451218
-0.25037992,2.52440262,22.4284859,0.271423131
0.242710471,1.92014992,8.35367107,0.293237686
-0.0421310998,2.3088007,15.5231047,0.36846292
-0.312480599,2.59242368,30.0780163,-0.188236415
-0.229636058,2.50086451,17.8675728,-0.283776164
-0.183980688,2.46173072,28.4936981,0.318634748
0.200556457,1.38602197,2.08041596,0.442142874
-0.228408754,2.50530744,34.9189835,0.28911379
0.264252812,1.05207157,0.976195216,0.150166318
0.172053024,1.44031847,2.20044017,0.464386731
0.293348402,1.98354614,19.4518909,-0.224751979
-0.306417584,2.58134675,28.9417877,0.206346124
0.364399046,1.89089131,13.7387476,-0.0267510023
-0.351805657,2.62498641,22.940588,0.114451714
0.137019515,2.10748386,12.6505299,-0.330960006
-0.353179365,2.6242702,17.2354469,-0.0936824679
0.285148144,1.10310781,1.24824965,0.225548476
0.330955833,1.94595695,19.6439285,-0.164535716
0.315897018,1.79975867,7.0734148,-0.121582061
-0.294282943,2.28524089,5.13702726,-0.168784961
-0.183547273,2.38361001,9.62592506,0.343080193
0.0797834173,2.18481445,15.1870375,0.361932963
0.361467272,1.91399336,19.9159832,-0.0696178898
-0.0772859454,2.34396625,15.6191235,0.362752229
0.073746644,2.16762662,12.4744949,-0.349803418
0.357979476,1.91738582,26.5893173,0.0711788684
0.190210983,1.89912021,6.5613122,-0.254719347
-0.216041952,2.48699379,17.9155827,-0.294467419
0.366041452,1.90767646,20.1320267,0.00941537973
-0.36742115,2.58250594,10.4980993,0.0851986036
0.136850938,2.14182663,27.5895176,0.34017387
-0.329917938,2.60507178,35.3510704,0.165943965
-0.120470114,2.38685989,15.7391481,0.350823641
0.360903263,1.91485453,26.5493107,0.0567444488
-0.238903463,2.24577808,5.3370676,-0.222385019
0.0709396079,1.00044477,0.192038402,0.00692139799
-0.134252131,2.16389799,5.6571312,-0.282751113
0.0794107616,2.10553503,8.88977814,0.382066488
0.338085204,1.9430505,32.2544518,-0.150746092
0.0804449096,2.1946497,25.0530109,-0.358712494
0.228997931,2.05071902,31.7743549,-0.289724231
0.25904566,1.04627907,0.936187208,0.139690533
-0.194986269,2.47080255,22.2444496,0.312196851
-0.159415901,2.42534637,15.8511705,0.335018098
-0.110333987,2.38831425,21.9963989,0.350235343
0.361155033,1.91858888,32.4704933,-0.0752019882
0.202103421,2.05750394,14.8109617,0.30840978
0.190178975,2.08697438,27.421484,0.312711209
-0.209060833,2.47986889,17.9395885,-0.299565673
0.196243271,2.05180979,12.8265657,-0.301653445
-0.366058052,2.63303304,16.8433685,0.0493270382
-0.360646933,2.58564401,10.9141827,-0.0686140731
-0.175548956,2.37536049,9.60192013,0.347383112
0.366100281,1.91109192,32.718544,0.0153574999
0.269195527,2.01153874,31.9183846,-0.253646016
-0.00390251377,2.27026129,15.4190836,0.37081942
-0.362884581,2.64134026,29.6699333,-0.0483941771
-0.336632907,2.31095195,4.95299053,-0.110193245
0.25020498,2.02239037,20.9241848,0.265704215
-0.288739651,2.55268955,16.2912579,0.234719843
-0.223629907,2.50065351,34.9029808,0.292759776
-0.319856465,2.59235549,22.7245445,0.187064633
0.0459425971,1.64893436,2.62452483,0.511712015
-0.197827712,2.47488117,30.5421085,-0.308870137
0.365786433,1.91303229,32.5665131,-0.0403616503
-0.240637392,2.51690555,28.6777363,0.279203355
0.120044991,2.15673804,21.3562717,0.34690693
-0.154436782,2.42418456,18.1156235,-0.331627429
-0.366773874,2.64452076,35.847168,-0.00978467055
-0.268890768,2.53304815,16.2112427,0.256961465
-0.184967831,1.9747237,3.27265453,0.466698349
-0.0413480066,2.0883975,5.91318274,-0.305264056
0.00188868947,1.71477151,2.7525506,0.514932096
0.295676559,1.97833109,27.0134029,0.212121785
0.163008451,2.09845471,14.9389877,0.331751555
-0.198857263,2.47654057,34.8229637,0.309780955
-0.28491044,2.56017208,28.8457699,0.234767422
-0.238052323,2.50268364,16.0992203,0.285331041
0.27808544,1.99853849,19.3878784,-0.243055031
-0.191283837,2.20924211,5.4890976,-0.255270869
0.350900263,1.78524387,7.64152813,0.0733787566
-0.245734811,2.44797516,9.82596493,0.300068706
0.269172072,2.00600266,33.4146843,0.245612621
-0.323791891,2.58780956,16.4592915,0.183349952
-0.0409309231,1.77658069,2.87257457,0.512767732
0.056951791,2.13019347,8.95379066,0.386445135
-0.179204196,2.4142971,11.7623529,-0.31067884
0.0324788988,2.24256897,31.2062416,-0.366094857
-0.103110611,2.37214828,18.2676544,-0.351259112
0.342597783,1.9384073,32.2864571,-0.139898255
0.0651762486,2.21485281,27.7975597,0.361119926
0.333199084,1.94803786,32.2224426,-0.161445618
0.313738793,1.96330941,19.5479088,-0.195553064
-0.249088734,2.52655125,24.0768147,-0.267804742
0.126182139,2.15275264,27.6215248,0.344360888
-0.226026982,2.50298786,34.910984,0.290946543
0.250451744,2.00668073,14.6349268,0.268522054
-0.227953985,2.50585532,30.4380875,-0.286707312
-0.118192591,2.39747667,28.3016605,0.347715646
0.354250312,1.89913177,14.0428085,0.0842609406
-0.341990978,2.61726856,35.4310875,0.139118135
-0.321110517,2.60111141,30.0300064,-0.173011452
0.21780163,2.05704427,19.1718349,-0.296806604
0.301005781,1.97342825,33.2706528,0.204368919
0.206929922,2.07215953,31.7023411,-0.305522591
0.263866931,1.2387284,1.7123425,0.355843008
0.06588687,2.21450686,34.0788155,0.360900342
0.148008496,2.13084102,33.838768,0.335322142
0.00515565276,2.18627,9.09781933,0.390935749
-0.162000328,2.44064236,34.7109413,0.330017775
-0.209542394,2.00786018,3.34466887,0.45212394
0.359214991,1.91630423,26.5733147,0.0654181093
0.0413079932,2.19876957,12.3864775,-0.355078638
-0.361646265,2.6375227,29.3418674,0.0712891221
0.023527408,2.21592689,12.3384676,-0.356756598
0.303660333,1.97720492,25.7811565,-0.211478949
-0.328585327,2.60373497,35.3430672,0.168574348
-0.325852722,2.6009984,35.3270645,0.173804373
0.31001392,1.96379507,26.9413891,0.190265238
0.177923337,2.09960985,27.4614925,0.320064068
-0.287585527,2.56055832,22.5725136,0.232973352
-0.280455083,2.55864096,23.9487896,-0.23389788
0.345533311,1.91069078,13.4746952,-0.121104777
-0.214330599,2.49184179,30.4860973,-0.297330022
0.337794811,1.8045249,7.82556534,0.136721358
-0.11249537,2.39188504,28.2856579,0.349553972
-0.372229159,2.59081388,10.642128,0.0317369476
-0.322799236,2.59529352,22.7405472,0.181954056
0.343543887,1.91266382,13.4586916,-0.126588702
-0.18672362,2.42170906,11.738348,-0.306286782
-0.286571354,2.11268234,3.5927186,0.389483064
0.244709596,1.91780984,8.34566879,0.291285992
0.212027743,2.06493831,33.6307259,0.29784742
0.283302069,1.09256923,1.20024002,0.211869061
0.351015925,1.7776854,7.41748333,-0.0054231165
-0.359595507,2.63010693,17.1634331,-0.0679987669
0.356837243,1.89666975,14.0108023,0.0727913603
0.106404185,2.17073369,21.3962784,0.351451248
-0.109612688,2.3848002,30.8141632,-0.350818872
-0.307605982,2.5828557,35.2310448,0.204251245
0.278473496,1.07648611,1.120224,0.189352021
-0.244849771,2.51637435,17.8115616,-0.270495623
-0.355784088,2.63392711,23.4846973,-0.0835519657
-0.361790359,2.62788653,16.7633533,0.0784904361
-0.222835824,2.02579379,3.38467693,0.443282753
0.361868411,1.89385867,13.6667337,-0.0530280098
0.327169567,1.94710279,33.1266251,0.158959731
-0.146562323,2.41617775,18.1396275,-0.335240543
0.0303357858,1.00003266,0.0800160021,0.00122037891
0.256918341,2.01808,27.1814365,0.258757949
0.0793200657,1.00063169,0.216043204,0.00872837938
-0.337828577,2.61271548,29.1178226,0.149637967
-0.144762948,2.42055154,30.7101421,-0.337649465
0.134480655,2.12819743,15.0270052,0.344806761
0.365091443,1.91175926,32.7505493,0.0270738844
-0.192510664,2.46857834,24.2768555,-0.311978191
-0.307914376,2.58780432,30.1020203,-0.195693433
0.103518799,1.96980608,6.30526114,-0.29262203
0.208520964,2.06543493,21.0762157,0.300571203
-0.357166588,2.63297462,35.567112,0.0917082131
0.00987745449,2.25924277,18.5797157,-0.365998
-0.180207402,2.45599294,24.316864,-0.319400668
-0.206776157,2.22130299,5.4410882,-0.245676428
0.0828583464,2.19731379,34.0308075,0.357376158
0.25506708,2.02097702,19.29986,-0.266527712
-0.165053591,2.44051242,24.3648739,-0.327648938
-0.36680609,2.64334726,23.2846565,-0.0108930003
-0.248030469,2.45036793,9.83396721,0.298095673
0.357379436,1.89866889,13.5947189,-0.0789762214
-0.298075289,2.57030296,17.5875168,-0.209468633
-0.0738507807,2.11493564,5.82516479,-0.30024159
-0.249064103,2.5206666,17.7955589,-0.266546547
-0.36643976,2.64314437,23.3006592,-0.0167881232
-0.36232546,2.62850547,16.7713547,0.0755923986
0.333640128,1.93776929,20.5161037,0.145323008
0.285499901,1.14522684,1.41628325,0.273756891
