dP_dt,t,P
-0.00277164183,36.2300453,10.8537941
0.000434089801,31.3910789,10.8521252
-0.00326562393,28.8299656,10.8540516
0.0208637696,42.0250053,10.841466
-0.0121810026,32.6303253,10.8586874
0.176390603,9.72194481,10.7589092
-0.00889038481,42.910183,10.8569775
0.00491350703,45.60112,10.8497915
0.0104499077,32.1110229,10.8469048
0.376190901,3.28965783,1.56974542
1.40495932,5.7209444,3.38581371
-0.0101093957,24.1916389,10.8576107
-0.00128594041,43.3114624,10.8530216
2.47416925,7.97519493,8.96887112
-0.00564474054,24.4276848,10.8552895
0.00195648405,32.2644539,10.8513327
-0.00821140502,29.0896187,10.8566236
-0.00310033862,46.356472,10.8539658
0.0122077595,50.4990997,10.8459873
0.0158033539,43.6773338,10.8441105
-0.00256829988,28.8063622,10.8536882
0.0130325248,33.8105621,10.8455572
0.00242912141,26.2688541,10.8510866
0.00716364896,16.1070213,10.8486195
0.00592259923,32.1936378,10.8492661
0.4085069,9.27345467,10.6307154
0.000859996944,28.70014,10.8519039
0.0062880842,46.8167648,10.8490753
-0.00156937866,46.4508896,10.8531685
0.00750697544,28.1100216,10.8484402
-0.00255472027,36.241848,10.8536816
0.00911732297,50.6997414,10.8476
1.34279084,5.6501298,3.28853416
0.617385089,4.32826567,2.06775522
-0.0024839635,51.0656128,10.8536444
0.0177560803,31.9339867,10.8430901
-0.00401736889,13.4514904,10.8544426
-0.00384141109,34.6367264,10.854351
2.11859107,6.3700738,4.51584435
-0.00481991377,20.969593,10.8548603
-0.00597652141,34.5423088,10.8554621
-0.00203684927,34.6957397,10.8534117
0.652960002,4.43448687,2.13472724
0.0044667949,38.8029594,10.8500252
0.525378108,4.00960207,1.8880626
-0.00376728596,16.9921989,10.8543129
0.00241553644,41.7181435,10.8510933
0.00288271136,14.1596317,10.8508501
0.0108902138,40.5851173,10.8466749
0.00476168143,47.2062416,10.8498707
0.00998509675,52.0924187,10.847147
-0.00896448269,31.1668339,10.8570156
-0.00145701726,37.2922592,10.8531103
-0.000817762339,14.867774,10.8527775
0.964037776,5.1190238,2.67975307
-0.0104660867,39.2396469,10.8577957
0.00329405395,12.6017208,10.8506355
0.00357505004,38.8265648,10.8504896
0.00951647852,41.8243637,10.8473921
0.00784667581,26.4222851,10.8482628
1.71073711,6.02780533,3.86233854
0.648870647,4.42268467,2.12709165
-0.00651686219,22.1498299,10.8557425
0.0072191637,26.8943787,10.8485899
0.0105435066,28.3106613,10.8468561
-0.00563352415,22.7399483,10.8552837
0.00400191685,45.636528,10.8502674
0.324773401,2.94738936,1.44903815
-0.00948927645,24.0854168,10.8572884
0.661245286,4.45809174,2.15014911
1.64728165,5.96879387,3.76326108
-0.0101307444,22.59832,10.8576221
0.00580120599,48.4926987,10.849329
-0.00616831891,37.752552,10.8555613
1.45912457,5.77995586,3.47030592
0.00326890568,28.6293259,10.8506489
0.0171470437,31.957592,10.8434086
0.0213298798,42.036808,10.8412228
0.00310204085,25.4308853,10.8507357
0.00748100039,17.8773746,10.8484535
-0.00643994752,51.360672,10.8557034
0.00806266163,28.4758949,10.8481503
0.0133919008,11.1382275,10.8453693
-0.00467485748,49.8971786,10.854785
-0.00621536374,18.8215637,10.8555861
0.220302731,1.93238652,1.17631257
1.12181556,8.65973186,10.1901646
-0.00730641745,17.2990589,10.8561535
-0.00696776016,41.5647125,10.8559771
-0.00642939005,37.5873184,10.8556976
0.00144483277,14.0652132,10.8515997
0.00897715986,23.6133232,10.8476734
-0.00197672169,15.8237648,10.8533812
0.00663416041,44.1376266,10.8488951
0.0105401184,28.322464,10.846858
-0.00838315301,52.9421883,10.8567133
-0.00650357315,25.8321667,10.8557358
0.0104194209,38.5551109,10.846921
0.00130565162,32.2762566,10.8516722
-0.0111306552,31.0842171,10.8581409
0.00327374297,12.5899181,10.850646
-0.00918500777,20.7689533,10.8571301
0.0125644058,48.7169418,10.8458014
0.00538603403,46.7695541,10.8495455
-0.00979449879,47.8553696,10.8574467
-0.0164373945,41.2578506,10.8608971
1.96229594e-05,33.1260262,10.8523417
0.0126134986,16.4256859,10.8457756
-0.001881034,26.1390285,10.8533306
0.00679801637,53.6621323,10.8488092
0.000535871193,53.4968987,10.8520727
0.0056562135,40.6795349,10.8494053
0.0117952013,19.8247643,10.8462029
-0.00808150601,52.9185829,10.8565569
-0.00686731143,15.1274252,10.8559256
0.306289524,2.8057611,1.4037894
0.00840181019,21.3118629,10.8479729
0.00671737455,28.5231037,10.8488512
-0.00779336598,42.8511696,10.8564062
0.382109314,3.3250649,1.5832057
0.00805176143,46.9937973,10.848156
-0.00850930624,39.652729,10.8567791
-0.00076256477,30.482296,10.8527489
0.0103653306,38.5669136,10.8469486
-0.00918668788,15.3280659,10.857131
0.0503950045,10.4182835,10.825983
0.00233437261,34.8137627,10.8511362
-0.0125064328,30.8717747,10.8588562
0.00358412508,25.4190845,10.8504848
0.0181682762,31.9103813,10.8428745
0.21142821,1.81436288,1.15084553
-0.00552879972,37.492897,10.8552294
0.0103109377,28.2634525,10.8469772
0.013399642,32.0520096,10.8453655
-0.00548774423,15.6939392,10.8552074
0.00672571827,36.6077232,10.8488474
0.580905378,4.21024227,1.99770892
0.00765391998,53.6857376,10.8483629
0.955610335,8.76595306,10.3002157
0.00432530511,17.7829571,10.8500986
0.0140264258,35.2150421,10.8450384
-0.00355375954,44.5743141,10.8542013
-0.00923187379,22.6337261,10.8571548
0.0780934021,10.170434,10.8113804
0.00730481045,38.7203445,10.8485451
0.0129258586,23.129425,10.8456125
0.0134929279,21.4770947,10.8453169
-0.00928862114,43.0282059,10.8571844
0.799217105,4.8003602,2.3986721
0.00344185089,27.9683933,10.8505592
0.0123481881,26.6229248,10.8459139
0.0256275907,10.7369471,10.838975
-0.000648635731,21.0876179,10.8526897
-0.00760540087,53.2136421,10.8563089
-0.00630679308,51.4078827,10.8556337
-0.00352720777,49.9443893,10.854188
1.26446092,5.55571127,3.16528559
3.07986712,7.46769333,7.53097725
-0.00999635551,31.1314259,10.8575516
0.0183529556,31.8395672,10.8427782
0.00830510817,40.0540123,10.8480234
0.00550445309,33.9639931,10.8494844
-0.00916299038,42.9337883,10.8571186
0.547321677,4.0922184,1.93186152
0.0135329915,48.8821754,10.8452959
-0.0014504448,44.3972778,10.8531065
0.00918878801,32.1346283,10.8475628
0.0165986978,31.7451496,10.8436947
0.000568095478,12.0588121,10.8520555
2.2097075,6.4408884,4.66908169
0.0111216446,18.0190029,10.8465548
0.000702559017,51.7619514,10.8519859
-0.00362219731,13.3452692,10.8542376
0.00487354258,29.7269459,10.8498125
-0.00859334972,24.3214645,10.856823
0.37231198,3.2660532,1.5608784
-0.00434311107,46.0968208,10.8546124
-0.000112348884,17.6531315,10.8524103
0.184801847,1.4130826,1.07152009
-0.00167330261,44.7985611,10.8532228
0.00484922528,14.3130627,10.8498259
0.0170392916,40.3372688,10.8434649
0.0136791179,33.3738747,10.8452196
0.0189769361,33.5155029,10.842452
-0.00219830382,46.4154816,10.8534966
0.293411434,2.6995399,1.37160122
0.00136649644,22.8933792,10.8516397
0.00626172218,52.4346886,10.8490896
-0.00287124515,37.9531898,10.8538465
1.04345763,5.24884987,2.81076884
0.00813980307,18.3258648,10.8481102
0.00197630655,33.1614342,10.8513222
0.00263907132,12.7669535,10.8509769
0.00529570086,16.0480099,10.8495932
0.0121238222,18.1252251,10.8460312
0.324391514,9.40328026,10.6778984
-0.00689368322,19.0340061,10.8559389
-0.0077676014,32.4650917,10.8563929
1.02843559,5.225245,2.78616762
0.00838315208,23.6251259,10.8479834
0.821190178,4.84756947,2.43700457
-0.00274659391,52.6943398,10.8537817
-0.000556292536,22.0082016,10.8526411
-0.00323251425,13.6993399,10.8540344
-0.011915531,39.345871,10.8585491
0.0131403301,40.5379066,10.8455009
0.0102568716,21.7721539,10.8470058
6.80444937e-05,28.7237453,10.8523159
0.404884726,3.45489097,1.63426018
0.00524627278,31.4854965,10.8496189
2.33303738,6.53530693,4.88355684
0.221219301,1.94418883,1.17891753
2.7751565,7.7981596,8.50254154
-0.00581401307,51.2426491,10.8553772
-0.000684757193,13.9235849,10.8527079
0.00623270124,48.5045013,10.8491039
-0.0111352149,30.7773552,10.8581438
-0.00181837473,43.2996597,10.8532982
-0.0111477794,39.5347061,10.8581505
0.345602781,9.36787319,10.6660805
0.00887906551,28.1690331,10.847724
-0.0028744943,41.6355286,10.8538485
0.0140244961,35.2032394,10.8450394
0.00888277311,53.7211456,10.8477221
-0.00642419979,51.3370667,10.8556948
0.938302398,8.77775574,10.3113852
-0.00201472268,39.8297653,10.8534002
-0.00252030883,29.5145035,10.8536634
-0.00249424693,13.2036409,10.8536501
-0.00427690614,43.2406464,10.854578
0.0125285881,11.1972399,10.8458204
0.00360332406,36.4896965,10.8504744
-0.00899763685,40.9391861,10.8570328
0.400102258,9.28525734,10.6354685
-0.00643895566,51.3488693,10.8557024
0.0167448018,25.0060005,10.8436184
0.0132189672,53.8981781,10.8454599
0.510433495,3.95059013,1.85785639
-0.00390561623,46.285656,10.8543844
0.16695632,1.09441888,1.01553512
-0.00919642765,43.0400085,10.8571358
0.92388916,5.04820967,2.61254263
0.00391600141,17.7711544,10.8503122
-0.00627423404,47.5839157,10.8556166
0.0112090623,19.8955784,10.846509
0.921222985,8.78955746,10.3223562
0.0056968336,14.4428883,10.8493834
0.224940583,1.99139833,1.18944669
-0.00431955373,46.2266464,10.8546
2.4516356,7.9869976,8.99807739
0.00722221797,45.5067024,10.848588
0.000715193746,20.2142429,10.8519793
0.029803833,10.6661329,10.8367882
-0.00123259751,32.3234634,10.852993
2.62409949,7.8925786,8.75750065
0.000584076915,44.3146629,10.8520479
-0.00623948965,51.4196854,10.8555984
-0.00178971863,49.3542709,10.8532839
-0.00692846486,34.3652725,10.855957
-0.0112688737,39.2868576,10.8582134
-0.00545826275,18.7743549,10.8551922
0.0108282482,29.9157829,10.8467073
0.00100966927,36.3952789,10.8518257
-0.00909124687,32.9253845,10.8570814
0.00159170036,45.7309456,10.8515224
0.0084855156,44.0904198,10.84793
-0.0115726423,22.5157032,10.8583708
0.318441451,2.9001801,1.43365836
-0.00675991224,18.8687744,10.8558693
-0.00587356742,20.9341869,10.8554087
0.00214404473,40.7385483,10.8512354
-0.00367470202,27.260252,10.8542643
2.97763944,7.0900178,6.37335825
0.017722724,31.7923584,10.8431082
0.0105354534,29.9039803,10.8468599
0.00102405238,31.4028797,10.8518181
0.00280668144,39.9359856,10.8508902
0.00461748242,21.2174435,10.849946
0.00758667057,38.3308678,10.8483982
0.0107250642,50.640728,10.8467617
0.00562240928,46.7813568,10.8494225
0.0126679894,21.4416885,10.845747
0.000493371277,34.766552,10.8520947
0.005718295,14.4546909,10.8493729
-0.00844506454,29.1368275,10.8567457
0.00547554018,53.6267242,10.8494987
0.00843189657,52.3638725,10.8479576
-0.0022507878,13.1800356,10.8535233
-0.00532431761,19.1520309,10.8551226
-0.0100738881,24.2034416,10.8575926
0.00321964594,53.5677147,10.8506746
0.48495546,3.84436893,1.80560565
0.474182814,3.79715943,1.78321004
0.0028514911,26.2806568,10.8508663
-0.00125872751,42.6741333,10.8530073
-0.00803122018,29.2548504,10.8565302
-0.000516358705,13.9353867,10.8526201
-0.00972147658,20.6627331,10.8574085
0.0321737528,10.6307259,10.8355465
0.010742547,33.8577728,10.8467522
-0.00185829308,50.0033989,10.8533192
-0.00538465008,40.8683739,10.855154
0.00496548647,14.3248653,10.8497648
0.0113081904,26.7527504,10.8464575
-0.00839256682,47.6901398,10.8567181
0.00358147314,44.2202454,10.8504858
0.00871606451,26.8471699,10.8478098
-0.0127523253,32.7011414,10.858984
0.00774970418,52.3874779,10.8483133
0.00295889354,15.9771957,10.850811
-0.000653578958,44.3618736,10.8526917
0.000535540748,42.6387291,10.8520727
-0.0110913115,39.2750549,10.8581209
0.00282019563,31.4382877,10.8508825
0.21758534,1.89697945,1.16856205
-0.00977243762,24.1090221,10.8574352
-0.00749366544,30.6475296,10.8562508
-0.000454565481,39.8651733,10.8525887
0.00654252945,29.7741547,10.8489428
-0.0118085947,22.4920979,10.8584938
0.353686959,3.14802957,1.51778245
0.007979027,26.8707733,10.8481941
0.000178492948,13.9825964,10.8522587
0.0724567175,10.2176437,10.8143587
-0.000741789641,43.3232651,10.8527374
-0.000494927284,17.6413288,10.8526096
0.00456394907,25.3954792,10.8499746
0.00600280939,33.2322464,10.8492241
0.0766456723,10.1822367,10.8121462
0.00802755821,36.6667328,10.8481684
1.50403321,5.8271656,3.54024339
0.323174149,2.93558717,1.44516528
-0.00365804834,37.9177818,10.8542557
0.67394489,4.4934988,2.17366552
0.285172254,9.47409439,10.6996098
-0.00704508694,19.0104027,10.8560181
0.522341907,3.99779963,1.88195121
0.00183884718,12.3420687,10.8513937
0.0592476651,10.3356676,10.8213253
0.0166194271,23.2356472,10.8436842
0.00238421396,47.2888565,10.8511095
0.0112787746,54.0988197,10.8464727
-0.00227303989,44.7631531,10.8535347
0.602445185,9.04920959,10.5185118
0.0985873789,10.0288057,10.8005247
2.62350059,6.759552,5.43957853
-0.00760885561,15.587718,10.8563108
-0.00276956707,44.7277451,10.8537931
-0.00652541406,15.6467295,10.8557472
1.97905615e-06,13.9707937,10.8523502
-0.00339971203,13.3098621,10.8541212
0.00585343968,42.5443077,10.8493023
0.00344319735,45.0110016,10.8505583
0.0124994386,33.3502693,10.8458357
0.0109153409,52.2340469,10.8466625
0.00218308251,45.7073402,10.8512144
0.00168898422,46.6043205,10.8514719
-0.00642378069,15.1038208,10.8556948
0.0117618032,16.2958584,10.84622
0.0122377109,16.3312664,10.8459721
0.00685785757,45.1408272,10.8487787
3.09211636,7.42048407,7.38613939
0.00884959474,36.7139435,10.8477402
-0.000500063528,50.9948006,10.8526125
-0.0053989822,51.5023003,10.8551617
0.217582807,9.61572361,10.7366095
-0.00177176157,29.5381069,10.8532743
0.00593794184,47.1590309,10.8492584
0.0169211235,31.7569523,10.8435268
0.272901624,9.49769974,10.7063656
-0.00342812412,42.721344,10.8541365
0.00824046787,45.4594917,10.8480577
-0.0026057926,22.8107624,10.8537083
2.66741395,6.79495907,5.53323889
-0.00480111828,51.171833,10.8548508
-0.00652716961,23.9555912,10.8557482
0.00659949612,18.3730755,10.8489132
0.00705504743,26.3986797,10.8486757
0.243979618,9.5567112,10.7222214
-0.0010373441,27.8149624,10.8528919
-0.00688908482,23.9673939,10.8559361
0.00106395048,51.7737541,10.8517981
0.00402329676,38.2010384,10.850256
-0.00555760972,51.4904976,10.8552437
0.00702394359,52.4110832,10.8486919
-0.00489454716,27.3310661,10.8548994
-0.00276299194,46.3800774,10.8537903
0.00579182571,19.529705,10.8493338
0.00328184012,50.1568298,10.8506422
-0.00602465775,15.6703339,10.8554869
8.76872e-05,36.3598709,10.8523064
0.00748804677,45.4948997,10.8484497
0.000373609335,26.2098427,10.8521576
-0.00446849084,34.613121,10.8546772
-0.00330039533,45.9787941,10.8540697
0.420313478,3.53750753,1.66821444
0.398500443,3.4194839,1.62006426
0.557110786,4.12762547,1.95119798
0.00188662589,29.6443291,10.8513689
0.0103206942,38.4960976,10.8469725
0.0157128163,25.1122227,10.8441572
0.00142887095,51.7855568,10.8516073
2.90007854,7.7037406,8.23553753
-0.00904572569,47.7373466,10.8570576
0.00683734845,36.9972,10.8487892
0.0145608056,21.6069221,10.844759
-0.00511673419,39.0508118,10.8550148
0.00113455439,12.2358475,10.8517609
-0.00678167911,24.3922787,10.8558807
-0.0119643807,22.4684944,10.8585749
0.375841826,9.32066441,10.6491404
0.19514969,1.57831562,1.10290194
0.00015684939,49.2952576,10.8522701
0.930431843,5.06001186,2.62354469
-0.00607946003,22.1380272,10.8555155
-0.00352691906,14.9739952,10.854188
-0.00103567156,49.3306656,10.852891
1.42636478,5.7445488,3.41922736
-0.00733673805,43.1462288,10.8561697
0.240755141,2.1802361,1.23338771
0.00308747077,45.671936,10.8507433
-0.00838651694,43.0990181,10.8567152
0.166343868,1.08261657,1.01356828
-0.0019754211,48.2802544,10.8533802
0.286610991,2.6405282,1.3543694
0.165734664,1.07081413,1.0116086
0.00633742986,11.5277052,10.8490496
0.0097038364,28.4050808,10.8472939
-0.012079007,39.4402885,10.858634
-0.00689979969,49.6021194,10.8559418
9.98936885e-05,48.3392677,10.8522997
-0.0101239989,24.1798363,10.8576183
-0.00623439299,29.3728752,10.8555956
0.504617572,3.9269855,1.84601474
-0.00369926123,36.1710358,10.8542776
0.00946606323,16.5909176,10.8474178
0.00955204666,18.278656,10.847373
0.00999361277,31.579916,10.8471432
-0.00157747301,45.8725739,10.8531733
0.826807499,4.85937166,2.44675684
0.00679948879,16.0952187,10.8488092
0.0134229828,21.6777363,10.8453531
1.14779198,5.40228033,2.97966838
0.695860922,4.55251074,2.21391463
0.0112769362,11.2798557,10.8464737
0.014138449,33.7869568,10.8449802
0.0140558863,41.8951797,10.8450232
0.00175403629,12.330266,10.8514385
0.177885696,1.29505897,1.05011666
-0.00436436804,51.1482315,10.8546228
-0.00800856762,48.0560112,10.8565187
0.0118887518,33.3384666,10.8461542
-0.00242269877,34.6839371,10.8536129
-0.00651488593,18.8451691,10.8557415
0.00183957233,49.2480507,10.8513937
-0.000264873059,13.0148029,10.8524895
0.00726595987,42.5207024,10.8485661
0.00436972361,38.212841,10.8500757
0.00693400204,38.7321472,10.8487387
0.00425604265,37.0916176,10.8501348
-0.000471661217,44.8575706,10.8525972
-0.0047726687,25.6787357,10.8548355
0.0133290505,48.7641525,10.8454027
0.0238985792,42.1666336,10.839879
0.00958719011,45.3650742,10.8473549
0.00458027702,36.5251045,10.849966
-0.0125136012,30.9897976,10.85886
0.0095727602,29.8685741,10.8473625
-0.00648927689,37.5991211,10.8557281
-0.00711994432,49.7201424,10.8560562
0.000266694202,20.2260456,10.8522129
0.201438501,1.6727345,1.12162137
0.00411642203,50.1804352,10.8502073
-0.010863944,22.562912,10.8580027
-0.00419553043,51.5731163,10.8545351
0.0233631041,42.2138443,10.8401594
0.00242220913,12.7905579,10.8510904
-0.00566095626,41.5883179,10.855298
0.00950484909,36.8555717,10.8473978
0.00225444953,39.9241867,10.8511772
0.010494058,18.243248,10.8468819
-0.00660767592,37.6581306,10.8557901
0.334600836,3.01820374,1.47266984
0.00126217783,38.8855782,10.8516941
0.000102369006,46.5335083,10.8522987
-0.00088978,25.5371075,10.8528147
0.00662992382,34.9199829,10.848897
0.00186592177,34.80196,10.8513803
-0.00645981077,17.3934784,10.8557129
0.0108250892,52.2458496,10.8467093
-0.0121298162,30.8363667,10.8586607
0.0174769983,31.9457893,10.843236
0.374244839,3.27785563,1.5653013
0.0139438799,32.0402069,10.8450813
-0.0105989762,31.1078224,10.8578653
0.094679907,10.0524101,10.802598
0.0167543869,43.7127419,10.8436136
0.00737043377,23.0114021,10.8485107
-0.00595262926,37.5283051,10.8554497
0.000748455408,21.123024,10.8519621
-0.00950141903,47.7845573,10.857295
0.0752255619,10.1940384,10.8128967
-0.00452676509,25.6669331,10.8547077
0.00808988884,28.1336269,10.8481359
0.0166286007,40.3018608,10.8436794
0.0180615988,23.3300667,10.8429308
0.00636362052,43.4648933,10.8490362
0.0176584963,43.7717552,10.8431416
0.00546989823,52.4582901,10.8495016
-0.0048198346,30.5767155,10.8548603
-0.00124641077,33.1024208,10.8530006
-0.00381472311,49.4250832,10.8543377
-0.00994041469,24.2270451,10.857523
1.17358482,5.4376874,3.02096057
-0.00222586934,26.1272259,10.8535109
0.00261192489,32.2526512,10.8509912
0.0125823356,41.8715744,10.8457918
0.0117755262,19.8365669,10.8462133
0.175223172,1.24784958,1.04178023
0.000837923726,12.1768351,10.8519154
0.00536619266,48.480896,10.849556
0.0118553825,48.9647942,10.8461714
0.00941079855,45.3886795,10.8474474
